article_name,country,revision_id,article_quality,population
Mohamed Omar Eymoy,Somalia,774191263.0,Start,15.2
Hussein Ali Shido,Somalia,774224548.0,Stub,15.2
Hussein Arab Isse,Somalia,774224599.0,Start,15.2
Ali Mohamed Mohamud,Somalia,774251956.0,Stub,15.2
Ahmed Mohamed Mohamud,Somalia,774319598.0,Stub,15.2
Khadra Bashir Ali,Somalia,774340315.0,Stub,15.2
Lugman Ismail Ali,Somalia,774342479.0,Stub,15.2
Abdiweli Ibrahim Ali Sheikh Muudey,Somalia,774346785.0,Stub,15.2
Duale Adan Mohamed,Somalia,774363501.0,C,15.2
Abdirahman Abdi Osman,Somalia,774380306.0,Stub,15.2
Mohamed Omar Arte,Somalia,774417124.0,Start,15.2
Mohamed Abdullahi Hassan Noah,Somalia,774423427.0,Stub,15.2
Ismail Qasim Naji,Somalia,775523758.0,Start,15.2
Saleban Olad Roble,Somalia,776064198.0,Stub,15.2
Mohammed Awale Liban,Somalia,777111336.0,Stub,15.2
Mohamed Said Sayruq,Somalia,777586254.0,Stub,15.2
Khalid Omar Ali,Somalia,777691188.0,Stub,15.2
Eng Mohamed Isse Lacle,Somalia,778670045.0,C,15.2
Khalif Ahmed Ereg,Somalia,778788168.0,Stub,15.2
Ali Matan Hashi,Somalia,779435386.0,Start,15.2
Khadra Haji Ismail Geid,Somalia,780030883.0,Stub,15.2
Khalif Isse Mudan,Somalia,780032582.0,Stub,15.2
Mohamed Ibrahim Liqliiqato,Somalia,780208778.0,Start,15.2
Hussein Kulmiye Afrah,Somalia,780208835.0,Stub,15.2
Jama Ali Jama,Somalia,780480524.0,Stub,15.2
List of Members of the Federal Parliament of Somalia,Somalia,780826469.0,Start,15.2
Hassan Moalim,Somalia,781292183.0,Stub,15.2
Bashir Mohamed Jama,Somalia,781296932.0,Stub,15.2
Abdulkadir Abdi Hashi,Somalia,781427153.0,Start,15.2
Jama Mohamud Takar,Somalia,781427254.0,Stub,15.2
Mohamed Omar Dubad,Somalia,782210572.0,Start,15.2
Abdulcadir Gabeire Farah,Somalia,782423966.0,B,15.2
Ahmed Sheikh Jama,Somalia,782425150.0,Stub,15.2
Fahad Yasin Haji Dahir,Somalia,783279718.0,Stub,15.2
Mohamed Abdi Hayir,Somalia,784126148.0,Stub,15.2
Abdinur Sheikh Mohamed,Somalia,784394537.0,Stub,15.2
Abdullahi Bile Noor,Somalia,785065041.0,Start,15.2
Hibaq Jama,Somalia,785806456.0,Stub,15.2
Musa Kassim Omer,Somalia,786584717.0,Stub,15.2
Abdullahi Ahmed Addow,Somalia,787275673.0,Start,15.2
Abdulrahim Abby Farah,Somalia,787275686.0,Start,15.2
Aadil Sheegow Sagaar,Somalia,787306727.0,Stub,15.2
Warsame Abdi Shirwa,Somalia,787388828.0,Stub,15.2
Abdi Shakur Sheikh Hassan,Somalia,787390489.0,Start,15.2
Abdihakim Dahir Said,Somalia,787390903.0,Stub,15.2
Abdikarin Dahir,Somalia,787390984.0,Stub,15.2
Abdilwali Hersi Abdille Indhaguran,Somalia,787391070.0,Stub,15.2
Abdisamad Ali Shire,Somalia,787391341.0,Start,15.2
Abdiweli Sheikh Ahmed,Somalia,787391438.0,GA,15.2
Abdullahi Boos Ahmed,Somalia,787407196.0,Stub,15.2
Abdullahi Mohamed Ali,Somalia,787407273.0,Start,15.2
Abdullahi Mohamed Noor,Somalia,787407281.0,Stub,15.2
Abdullahi Sheikh Ismail,Somalia,787407304.0,Stub,15.2
Abdullahi Yussuf Alankay,Somalia,787407335.0,Stub,15.2
Abdurahman H. H. Osman 'Mallay',Somalia,787453368.0,Stub,15.2
Abukar Umar Adani,Somalia,787473637.0,Stub,15.2
Abuukar Abdi Osman,Somalia,787477918.0,Stub,15.2
Aden Saran-Sor,Somalia,787664890.0,Stub,15.2
Ahmadey Sheikh Mukhtar,Somalia,787909522.0,Stub,15.2
Ahmed Abdallah Wayel,Somalia,787910936.0,Stub,15.2
Ahmed Ali Salaad,Somalia,787912244.0,Stub,15.2
Ahmed Ibrahim Artan,Somalia,787915043.0,Stub,15.2
Ahmed Moalim Fiqi,Somalia,787916089.0,Stub,15.2
Ahmed Mohamed Gurase,Somalia,787916153.0,Start,15.2
Said Hussein Iid,Somalia,787988557.0,Stub,15.2
Hussein Farrah Aidid,Somalia,787999547.0,C,15.2
Hussein Abdi Halane,Somalia,788407760.0,C,15.2
Ali Abdi Aware,Somalia,788467049.0,Start,15.2
Mohamed Osman Jawari,Somalia,788474831.0,C,15.2
Ali Khalif Galaydh,Somalia,788475455.0,Start,15.2
Ali Mahdi Muhammad,Somalia,788476897.0,C,15.2
Muhayadin Mohamed,Somalia,788477244.0,Stub,15.2
Nur Hassan Hussein,Somalia,788489038.0,B,15.2
Saynab Qayad,Somalia,789803183.0,Stub,15.2
Sahra Mohamed Ali Samatar,Somalia,789803206.0,Start,15.2
Saado Ali Warsame,Somalia,789803242.0,C,15.2
Fatimo Isaak Bihi,Somalia,789803374.0,Stub,15.2
Qamar Aden Ali,Somalia,789803394.0,Start,15.2
Asha Gelle Dirie,Somalia,789893806.0,C,15.2
Muse Hassan Sheikh Sayid Abdulle,Somalia,789904301.0,C,15.2
Salim Aliyow Ibrow,Somalia,790236276.0,Start,15.2
Abdirahman Duale Beyle,Somalia,790462349.0,GA,15.2
Abdusalam H. Omer,Somalia,790506147.0,GA,15.2
Asha Ahmed Abdalla,Somalia,790648132.0,Start,15.2
Barre Adan Shire Hiiraale,Somalia,790655401.0,C,15.2
Mohammed Said Hersi Morgan,Somalia,790747320.0,C,15.2
Abdi Farah Shirdon,Somalia,791760327.0,C,15.2
Botan Ise Alin,Somalia,792014850.0,Stub,15.2
Abdirahman Haji Aden Ibbi,Somalia,792445124.0,Stub,15.2
Sadik Warfa,Somalia,792847876.0,Stub,15.2
Osman Ali Atto,Somalia,793020298.0,C,15.2
Sheikh Mukhtar Mohamed Hussein,Somalia,793150859.0,Start,15.2
Abdallah Isaaq Deerow,Somalia,793151099.0,Start,15.2
Abdihakim Mohamoud Haji-Faqi,Somalia,793151360.0,Start,15.2
Abdullahi Haji Hassan Mohamed Nuur,Somalia,793151425.0,Stub,15.2
Yusuf Hussein Jimaale,Somalia,793401602.0,Stub,15.2
Hassan Mohamed Hussein,Somalia,793403978.0,C,15.2
Mohamed Nur,Somalia,793404203.0,C,15.2
Mohamed Ahmed Alin,Somalia,793450705.0,Stub,15.2
Abdikarim Hussein Guled,Somalia,793451538.0,Start,15.2
Abdirashid Ali Shermarke,Somalia,793859830.0,C,15.2
Abdullahi Ahmed Jama,Somalia,794186103.0,C,15.2
Adan Mohamed Nuur Madobe,Somalia,794326859.0,Start,15.2
Elmi Ahmed Duale,Somalia,794888017.0,Start,15.2
Muhammad Abdi Yusuf,Somalia,795039230.0,Stub,15.2
Abdirahman Saylici,Somalia,795159365.0,Stub,15.2
Mohamed Abdullahi Omaar,Somalia,795694561.0,Start,15.2
Abdihakim Abdullahi Haji Omar,Somalia,795833465.0,C,15.2
Abdulkadir Sheikh Dini,Somalia,795834996.0,Start,15.2
Anisa Hajimumin,Somalia,795865887.0,Start,15.2
Abdullahi Elmoge Hersi,Somalia,795962269.0,Start,15.2
Jama Abdullahi Qalib,Somalia,795964514.0,Stub,15.2
Ali Mohamed Ahmed,Somalia,796106950.0,Start,15.2
Asha Haji Elmi,Somalia,796412307.0,Start,15.2
Abdirahman Jama Barre,Somalia,796805109.0,C,15.2
Aden Ibrahim Aw Hirsi,Somalia,796908837.0,Start,15.2
Ahmed Abdisalam Adan,Somalia,796924295.0,C,15.2
Mohamed Aden Sheikh,Somalia,797438398.0,Stub,15.2
Cabinet of Somalia,Somalia,797471817.0,Start,15.2
Fowsiyo Yusuf Haji Adan,Somalia,797480732.0,Start,15.2
Mohamed Yonis,Somalia,797555172.0,Start,15.2
List of Prime Ministers of Somalia,Somalia,797825794.0,C,15.2
Ismail Ali Abokor,Somalia,798333563.0,Stub,15.2
Jama Korshel,Somalia,798350712.0,Start,15.2
Hassan Mohamed Jim’aale,Somalia,798660391.0,Stub,15.2
Dahir Mohamed Geele,Somalia,798692038.0,Stub,15.2
Aden Abdullah Osman Daar,Somalia,798824298.0,Start,15.2
Mayor of Mogadishu,Somalia,798942650.0,C,15.2
Mohamed Mohamud Ibrahim,Somalia,799022441.0,Stub,15.2
Mohammad Ali Samatar,Somalia,799022717.0,GA,15.2
Abdiwahid Elmi Gonjeh,Somalia,799082904.0,Stub,15.2
Saleban Essa Ahmed,Somalia,799286106.0,Start,15.2
Faysal Ali Warabe,Somalia,799341380.0,Start,15.2
Hassan Ali Mire,Somalia,799717454.0,C,15.2
Abdullahi Issa,Somalia,799802036.0,Start,15.2
Abdirahman Yusuf Hussein Aynte,Somalia,800177610.0,Start,15.2
Ahmed Mohamed Iman,Somalia,800397205.0,Stub,15.2
Abdi Farah,Somalia,800419014.0,Stub,15.2
Abdirahman Ahmed Ali Tuur,Somalia,800454849.0,Start,15.2
Abdirahman Farole,Somalia,800454877.0,GA,15.2
Aden Abdullahi Nur,Somalia,800470433.0,C,15.2
Sharif Hassan Sheikh Aden,Somalia,801536524.0,C,15.2
Hassan Abdallah Hassan,Somalia,801571604.0,Stub,15.2
Ahmed Elmi Osman,Somalia,801740767.0,Start,15.2
Yasin Mire Mohamud,Somalia,802207567.0,Stub,15.2
Abdiqasim Salad Hassan,Somalia,802336025.0,C,15.2
Muna Khalif,Somalia,802430887.0,Start,15.2
Farah Sh. Abdulkadir Mohamed,Somalia,802761642.0,C,15.2
Ahmed Duale Gelle,Somalia,802851430.0,Start,15.2
Abdirahman Mohamed Abdullahi,Somalia,802852054.0,C,15.2
Hawo Tako,Somalia,803171912.0,Stub,15.2
Khadijo Mohamed Diriye,Somalia,803333498.0,Start,15.2
Mohamed Hassan Adam,Somalia,803500866.0,Stub,15.2
Ma’alim Ali Aden,Somalia,803664157.0,Stub,15.2
Yusuf Mohammed Siad,Somalia,803907595.0,C,15.2
Sharif Sheikh Ahmed,Somalia,804061342.0,GA,15.2
List of Presidents of Somalia,Somalia,804427451.0,C,15.2
Abdirizak Jurile,Somalia,804476450.0,Start,15.2
Barkhad Ali Salah,Somalia,804954763.0,Stub,15.2
Ismail Jim'ale Osoble,Somalia,804959697.0,Stub,15.2
Hasan Muhammad Nur Shatigadud,Somalia,805057889.0,C,15.2
Mohamed Hassan Maidane,Somalia,805084067.0,Stub,15.2
Abdirashid Abdullahi Mohamed,Somalia,805090661.0,Stub,15.2
Abbas Abdullahi Sheikh Siraji,Somalia,805304477.0,C,15.2
Ali Mohamed Yussuf,Somalia,805366007.0,Stub,15.2
Aden Hashi Farah,Somalia,805498341.0,C,15.2
Ali Mohammed Ghedi,Somalia,805498545.0,C,15.2
Mohamed Omar Habeb,Somalia,805499625.0,Start,15.2
Mohamed Warsame Ali,Somalia,805499655.0,Stub,15.2
Mohamud Muse Hersi,Somalia,805499701.0,Start,15.2
Maryam Qaasim,Somalia,805500907.0,Start,15.2
Mohamed Sheikh Hassan,Somalia,805523222.0,Stub,15.2
Omar Abdirashid Ali Sharmarke,Somalia,805523311.0,B,15.2
Ali Dhere,Somalia,805523646.0,Stub,15.2
Abdullahi Yusuf Ahmed,Somalia,805662769.0,GA,15.2
Mohamed Abdullahi Mohamed,Somalia,805683392.0,GA,15.2
Abdirahman Abdullahi Baadiyow,Somalia,805738172.0,Start,15.2
Muse Bihi Abdi,Somalia,805908524.0,Start,15.2
Mohamed Abdi Dhinbil (Galbeedi),Somalia,805961680.0,Stub,15.2
Mohammed Abdullah Hassan,Somalia,806023495.0,C,15.2
Hussein Abdi Dualeh,Somalia,806074608.0,Start,15.2
Thabit Abdi Mohammed,Somalia,806219370.0,Stub,15.2
Mohamed Afrah Qanyare,Somalia,806235479.0,C,15.2
Ahmed Mohamed Mohamoud,Somalia,806298816.0,C,15.2
Abdurrahman Mahmoud Aidiid,Somalia,806391955.0,Stub,15.2
President of Somalia,Somalia,806428601.0,C,15.2
Fadumo Dayib,Somalia,806455331.0,C,15.2
Hussein Mohamed Sheikh,Somalia,806599098.0,Stub,15.2
Salah Sheikh Osman Mose,Somalia,806608741.0,C,15.2
Abdiweli Mohamed Ali,Somalia,807010189.0,B,15.2
Mohamed Adan,Somalia,807080176.0,Stub,15.2
Hassan Ali Khayre,Somalia,807088931.0,C,15.2
Abdikarim Egeh Gulaid,Somalia,807109457.0,Stub,15.2
Dušan Švantner,Slovakia,671461616.0,Stub,5.4
Ivo Nesrovnal,Slovakia,693431430.0,Stub,5.4
Štefan Osuský,Slovakia,698964210.0,C,5.4
Peter Tatár,Slovakia,704476712.0,Stub,5.4
Pavol Rusko,Slovakia,706980178.0,Stub,5.4
Rudolf Bauer (politician),Slovakia,707026656.0,Stub,5.4
František Kašický,Slovakia,708760947.0,Stub,5.4
Robert Nemcsics,Slovakia,712350490.0,Stub,5.4
Martin Fronc,Slovakia,712429669.0,Stub,5.4
Marek Maďarič,Slovakia,713184348.0,Stub,5.4
Ivan Šimko,Slovakia,713312681.0,Stub,5.4
Milan Hanzel,Slovakia,713770594.0,Stub,5.4
Vladimír Palko,Slovakia,713870467.0,Stub,5.4
Rudolf Zajac,Slovakia,713891651.0,Stub,5.4
Ján Mikolaj,Slovakia,714475370.0,Stub,5.4
Miroslav Abelovský,Slovakia,716634624.0,Stub,5.4
Marta Aibeková,Slovakia,716634720.0,Stub,5.4
Marián Andel,Slovakia,716635314.0,Stub,5.4
Vladimír Chovan,Slovakia,718248321.0,Stub,5.4
Ivan Lexa,Slovakia,719668426.0,Start,5.4
Július Binder,Slovakia,720269549.0,Stub,5.4
Martin Poliačik,Slovakia,720670849.0,Stub,5.4
Ľubomír Galko,Slovakia,720859277.0,Stub,5.4
Karol Šmidke,Slovakia,721158024.0,Stub,5.4
Jarolím Antal,Slovakia,721465813.0,Stub,5.4
Milan Čič,Slovakia,722476057.0,Stub,5.4
Zuzana Zvolenská,Slovakia,722622094.0,C,5.4
Ivan Uhliarik,Slovakia,723463402.0,Stub,5.4
Richard Raši,Slovakia,723476675.0,C,5.4
Rudolf Filkus,Slovakia,723890641.0,Stub,5.4
Zdenko Trebuľa,Slovakia,726773141.0,Stub,5.4
Juraj Schenk,Slovakia,729332487.0,Stub,5.4
Ján Ducký,Slovakia,729332575.0,Start,5.4
Viera Tomanová,Slovakia,730294310.0,Start,5.4
Zdenka Kramplová,Slovakia,730294362.0,Stub,5.4
Ján Hudacký,Slovakia,730664514.0,Start,5.4
Milan Gaľa,Slovakia,730671572.0,Start,5.4
Miroslav Mikolášik,Slovakia,730671641.0,Start,5.4
Peter Baco,Slovakia,730672380.0,Start,5.4
Sergej Kozlík,Slovakia,730672953.0,Stub,5.4
Pál Csáky,Slovakia,738575457.0,Stub,5.4
Jirko Malchárek,Slovakia,738652373.0,Start,5.4
Ján Počiatek,Slovakia,739756181.0,Stub,5.4
Ľubomír Jahnátek,Slovakia,739756473.0,Stub,5.4
Martin Glváč,Slovakia,739756645.0,Stub,5.4
Ivan Mikloš,Slovakia,742420484.0,Start,5.4
Pavol Hamžík,Slovakia,744586540.0,Stub,5.4
Ján Langoš,Slovakia,748941288.0,Stub,5.4
Štefan Marko Daxner,Slovakia,749164367.0,Start,5.4
László Gyurovszky,Slovakia,749330646.0,Stub,5.4
Fedor Hodža,Slovakia,750428716.0,Start,5.4
Peter Žiga,Slovakia,750796410.0,Stub,5.4
Peter Kopecký,Slovakia,752460892.0,Stub,5.4
Julián Šimko,Slovakia,755203107.0,Stub,5.4
Hana Ponická,Slovakia,755908434.0,Start,5.4
Peter Kažimír,Slovakia,762299697.0,Stub,5.4
Vladimír Maňka,Slovakia,765315272.0,Start,5.4
Milan Ftáčnik,Slovakia,765515139.0,Stub,5.4
Magdaléna Vášáryová,Slovakia,765515183.0,Start,5.4
Boris Zala,Slovakia,765515209.0,Start,5.4
František Mikloško,Slovakia,765515320.0,Stub,5.4
Zuzana Martináková,Slovakia,765515390.0,Stub,5.4
Radoslav Procházka,Slovakia,765515521.0,C,5.4
Gyula Bárdos,Slovakia,765515534.0,Stub,5.4
Pavol Hrušovský,Slovakia,765515558.0,Start,5.4
Eduard Kukan,Slovakia,765617532.0,C,5.4
Jozef Banáš,Slovakia,768229445.0,Stub,5.4
Miroslav Kusý,Slovakia,769548808.0,Stub,5.4
Milan Kňažko,Slovakia,770986168.0,Stub,5.4
Ľudovít Kaník,Slovakia,771227138.0,Stub,5.4
František Gaulieder,Slovakia,772393570.0,Stub,5.4
Igor Matovič,Slovakia,773690170.0,Stub,5.4
Jozef Hrdlička,Slovakia,775776870.0,Stub,5.4
Jozef Mihál,Slovakia,777648355.0,Start,5.4
František Knapík,Slovakia,778275534.0,Stub,5.4
Peter Kresánek,Slovakia,778414581.0,Start,5.4
Ľudovít Štúr,Slovakia,779070073.0,B,5.4
Ján Čarnogurský,Slovakia,780527948.0,Start,5.4
Jozef Lenárt,Slovakia,780534236.0,Start,5.4
Boris Kollár,Slovakia,782062759.0,Stub,5.4
Martin Bútora,Slovakia,783105501.0,Start,5.4
Emil Stodola,Slovakia,783174624.0,Stub,5.4
Martin Fedor,Slovakia,783728475.0,Start,5.4
Michal Drobný,Slovakia,784223555.0,Start,5.4
Ján Francisci-Rimavský,Slovakia,784736749.0,Start,5.4
Štefan Tiso,Slovakia,785445513.0,Stub,5.4
Štefan Sádovský,Slovakia,785445559.0,Stub,5.4
Jozef Sivák,Slovakia,785445753.0,Stub,5.4
Jozef Šesták,Slovakia,786406916.0,Start,5.4
Ľudovít Černák,Slovakia,786777266.0,Stub,5.4
Jaroslav Svěchota,Slovakia,787333985.0,Start,5.4
Irena Belohorská,Slovakia,790608265.0,Start,5.4
Zita Pleštinská,Slovakia,790608276.0,Start,5.4
Milan Haborák,Slovakia,791285765.0,Start,5.4
Anton Neuwirth,Slovakia,791735982.0,Start,5.4
List of Slovak politicians,Slovakia,791841710.0,Stub,5.4
Edit Bauer,Slovakia,793624162.0,Start,5.4
Ferdinand Čatloš,Slovakia,793755425.0,Stub,5.4
Ivan Gašparovič,Slovakia,793874255.0,C,5.4
Iveta Radičová,Slovakia,795537190.0,C,5.4
Andrej Hrnčiar,Slovakia,796183843.0,C,5.4
Maroš Šefčovič,Slovakia,800278210.0,Start,5.4
Lucia Žitňanská,Slovakia,800724197.0,Stub,5.4
Augustín Čisár,Slovakia,801380292.0,Stub,5.4
Ján Slota,Slovakia,801409353.0,C,5.4
Viera Petríková,Slovakia,802653595.0,Stub,5.4
Katarína Tóthová,Slovakia,802655416.0,Stub,5.4
Ondrej Binder,Slovakia,803294527.0,Stub,5.4
Marian Kotleba,Slovakia,803661441.0,C,5.4
Peter Šťastný,Slovakia,803697955.0,C,5.4
Vladimír Clementis,Slovakia,804519400.0,Start,5.4
Gustáv Husák,Slovakia,805319388.0,C,5.4
Andrej Kiska,Slovakia,806670125.0,C,5.4
Ján Kollár,Slovakia,806822611.0,Start,5.4
Bharat Saud,Nepal,671484594.0,n/a,29.7
Narayan Sharma Paudel,Nepal,671903264.0,Stub,29.7
Pradip Kumar Gyawali,Nepal,695644408.0,Start,29.7
Tek Bahadur Gurung,Nepal,697556836.0,Start,29.7
Rameshwor Phuyal,Nepal,698241676.0,Stub,29.7
Rishi Kattel,Nepal,698253253.0,Stub,29.7
Sushila Chaudhary,Nepal,698571611.0,Stub,29.7
Mahendra Dhoj G.C.,Nepal,698571613.0,Stub,29.7
Sher Bahadur Tamang,Nepal,698571631.0,Stub,29.7
Hari Bahadur Khadka,Nepal,698571634.0,Stub,29.7
Tirtha Bahadur Lama,Nepal,698571661.0,Stub,29.7
Vishwendraman Pashwan,Nepal,698571662.0,Stub,29.7
Tuluram Rajbanshi,Nepal,698571672.0,Stub,29.7
Hari Lal Joshi,Nepal,698571717.0,Stub,29.7
Arjun Jang Bahadur Singh,Nepal,698571731.0,Stub,29.7
Prem Lal Singh,Nepal,698571738.0,Stub,29.7
Sebaki Devi Das Tatma,Nepal,698571745.0,Stub,29.7
Chandra Bahadur Gurung,Nepal,698571747.0,Stub,29.7
Krishna Das Shrestha,Nepal,698571748.0,Stub,29.7
Om Prakash Yadav Gulzari,Nepal,698571750.0,Stub,29.7
Omprakash Yadav,Nepal,698571758.0,Stub,29.7
Hari Parajuli,Nepal,698571782.0,Stub,29.7
Ishwar Dayal Mishra,Nepal,698571785.0,Stub,29.7
Sher Dhan Rai,Nepal,698571803.0,Stub,29.7
Bhim Bahadur Tamang,Nepal,698572100.0,Start,29.7
Bedanand Jha,Nepal,698572160.0,Stub,29.7
Mohan Prasad Pandey,Nepal,698572183.0,Stub,29.7
Shekha Nath Adhikari,Nepal,698572200.0,Stub,29.7
Dev Raj Joshi,Nepal,698572239.0,Stub,29.7
Tarinee Datt Chataut,Nepal,698572252.0,Stub,29.7
Rabindra Nath Sharma,Nepal,698572269.0,Stub,29.7
Tek Bahadur Chokhyal,Nepal,698572288.0,Stub,29.7
Dip Kumar Upadhaya (Lamichhane),Nepal,698572291.0,Stub,29.7
Brijesh Kumar Gupta,Nepal,698572322.0,Stub,29.7
Harka Bahadur Singh,Nepal,698572326.0,Stub,29.7
Narayani Datt Chataut,Nepal,698572327.0,n/a,29.7
Mohammad Estiyak Rai,Nepal,698573619.0,Stub,29.7
Rameshwor Prasad Dhungel,Nepal,698573648.0,Stub,29.7
Parbati Chaudhary,Nepal,698573657.0,Stub,29.7
Ram Hari Subedi,Nepal,698573663.0,Stub,29.7
Malabar Singh Thapa,Nepal,698573690.0,Stub,29.7
Yagya Bahadur Basnyat,Nepal,698573707.0,Stub,29.7
Narayan Singh Pun,Nepal,698573738.0,Stub,29.7
Ram Ayodhya Prasad Yadav,Nepal,698575586.0,Stub,29.7
Ramnath Dhakal,Nepal,698575613.0,Stub,29.7
Sher Bahadur Kunwor,Nepal,698575620.0,Stub,29.7
Ram Bir Manandhar,Nepal,698575646.0,Stub,29.7
Radhe Chandra Yadav,Nepal,698575662.0,Stub,29.7
Til Kumar Menyangbo Limbu,Nepal,698575677.0,Stub,29.7
Tirtha Ram Dangol,Nepal,698575695.0,Stub,29.7
Rajendra Kumar KC,Nepal,698575714.0,Stub,29.7
Lekh Nath Neupane,Nepal,698582041.0,Stub,29.7
Kumar Lingden,Nepal,701431224.0,Stub,29.7
Sita Subedi,Nepal,704369545.0,Stub,29.7
Muhammad Okil Musalman,Nepal,709511295.0,Stub,29.7
Romy Gauchan Thakali,Nepal,710416217.0,Stub,29.7
Gehendra Giri,Nepal,710418415.0,Stub,29.7
Shanker Prasad Pandey,Nepal,710421408.0,Stub,29.7
Tanka Prasad Sharma Kadel,Nepal,711115345.0,Stub,29.7
Mukunda Neupane,Nepal,715042514.0,Stub,29.7
Mohammed Aftab Aalam,Nepal,715340094.0,Stub,29.7
Bal Bahadur Rai,Nepal,715562284.0,Stub,29.7
Prakash Sharma Poudel,Nepal,717769920.0,Stub,29.7
Hridayesh Tripathi,Nepal,724286796.0,Stub,29.7
Bishnu Prasad Paudel,Nepal,730355265.0,Stub,29.7
Janata Dal (Samajbadi Prajatantrik),Nepal,730958820.0,Stub,29.7
Sahana Pradhan,Nepal,731298989.0,Start,29.7
Prakash Koirala,Nepal,731622427.0,Stub,29.7
Bhishmaraj Angdembe,Nepal,735844325.0,Stub,29.7
Hem Bahadur Malla,Nepal,739428787.0,Stub,29.7
Dal Bahadur Sunar,Nepal,739491661.0,Stub,29.7
Kripasur Sherpa,Nepal,739493409.0,Stub,29.7
Takashi Miyahara,Nepal,740523875.0,Stub,29.7
Arjun Rai,Nepal,742602852.0,Stub,29.7
Bam Shah,Nepal,742768404.0,Start,29.7
Jagannath Acharya,Nepal,746190781.0,Stub,29.7
Bhimsen Das Pradhan,Nepal,747276063.0,Stub,29.7
Bishnu Pratap Shah,Nepal,747589700.0,C,29.7
Buddhiram Bhandari,Nepal,748762843.0,Stub,29.7
Sarad Singh Bhandari,Nepal,748998101.0,Stub,29.7
Ajaya Kumar Chaurasiya Barai,Nepal,749323690.0,Stub,29.7
Damodar Bastakoti,Nepal,749397513.0,Stub,29.7
Shiv Raj Joshi,Nepal,749401183.0,Stub,29.7
Shiv Prasad Humagain,Nepal,749467175.0,Stub,29.7
Umesh Prasad Giri,Nepal,749472147.0,Stub,29.7
Damber Dhoj Tumbahamphe,Nepal,749490701.0,Stub,29.7
Indra Bahadur Khatri,Nepal,749510545.0,Stub,29.7
Krishna Kishor Ghimire,Nepal,749561118.0,Stub,29.7
Rhidya Ram Thani,Nepal,749673540.0,Stub,29.7
Uma Kanta Chaudhari,Nepal,749717139.0,Stub,29.7
Aananda Pokharel,Nepal,749931170.0,Stub,29.7
Puskar Nath Ojha,Nepal,749948624.0,Stub,29.7
Gyanu K.C.,Nepal,749953370.0,Stub,29.7
Mahendra Kumar Roy,Nepal,749957851.0,Stub,29.7
Damber Singh Sambahamphe,Nepal,749969158.0,Stub,29.7
Muga Lal Mahato,Nepal,749974899.0,Stub,29.7
Sabitri Bogati (Pathak),Nepal,750056336.0,Stub,29.7
Ram Bahadur Bista,Nepal,750067498.0,Stub,29.7
Ram Nath Adhikari,Nepal,750079557.0,Stub,29.7
Bir Bahadur Thagunna,Nepal,750159706.0,Stub,29.7
Chin Kaji Shrestha,Nepal,750921649.0,Stub,29.7
Baban Singh,Nepal,751327224.0,Start,29.7
Dal Singh Thapa,Nepal,752922581.0,Stub,29.7
Deepak Giri,Nepal,753971771.0,Stub,29.7
Dinesh Chandra Yadav (Nepal),Nepal,754563037.0,Stub,29.7
Udaya Shumsher Rana,Nepal,755193594.0,Stub,29.7
Buddha Sayami,Nepal,757298396.0,Stub,29.7
Farmulla Mansur,Nepal,757308555.0,Stub,29.7
Pramesh Kumar Hamal,Nepal,758048616.0,Stub,29.7
Hasina Miya,Nepal,760479746.0,Stub,29.7
Pushpa Raj Pokharel,Nepal,763060738.0,Stub,29.7
Dilli Raj Sharma,Nepal,763316002.0,Stub,29.7
Shanta Chaudhary,Nepal,765551216.0,Stub,29.7
Bhola Nath Chalise,Nepal,766543058.0,C,29.7
Abhishek Pratap Shah,Nepal,767077763.0,Start,29.7
Gopal Rai (Nepal),Nepal,767559673.0,Stub,29.7
Kali Bahadur Sahakri,Nepal,767733033.0,Stub,29.7
Yadav Kant Silwal,Nepal,768099492.0,Stub,29.7
Yadunath Khanal,Nepal,768116559.0,Start,29.7
Pushpa Lal Shrestha,Nepal,768161038.0,Start,29.7
Ram Hari Dhungel,Nepal,770567160.0,Stub,29.7
Sujata Koirala,Nepal,771222514.0,Start,29.7
Laxman Rajbanshi,Nepal,771890923.0,Stub,29.7
Yuvaraj Adhikari,Nepal,771927343.0,Stub,29.7
Hari Bahadur Rai,Nepal,773355081.0,n/a,29.7
Hit Kaji Gurung,Nepal,773675074.0,Stub,29.7
Gobinda Bahadur Shah,Nepal,774251635.0,Stub,29.7
Leela Mani Paudyal,Nepal,774339480.0,Start,29.7
Shashi Shrestha,Nepal,775644962.0,Stub,29.7
Sunil Bahadur Thapa,Nepal,775696067.0,Stub,29.7
Jagya Bahadur Shahi,Nepal,775838403.0,Stub,29.7
Janak Raj Giri,Nepal,776105507.0,Stub,29.7
Janardan Dhakal,Nepal,776107238.0,Stub,29.7
Renu Kumari Yadav,Nepal,776562044.0,Start,29.7
Ashok Rai,Nepal,776752110.0,Stub,29.7
Sanjay Gautam,Nepal,776763129.0,Stub,29.7
Kailash Nath Kasudhan,Nepal,778124875.0,Stub,29.7
Kanchan Chandra Bade,Nepal,778245753.0,Stub,29.7
Karna Bahadur Thapa,Nepal,778366614.0,Stub,29.7
Shailaja Acharya,Nepal,779367789.0,Stub,29.7
Urmila Aryal,Nepal,779371213.0,Stub,29.7
Astalaxmi Shakya,Nepal,779371441.0,C,29.7
